id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
113	li (2020)	"<table><tr><td>Authors:</td><td>li, yingchang; li, mingyang; li, chao; liu, zhenzhen</td></tr><tr><td>Title:</td><td>optimized maxent model predictions of climate change impacts on the suitable distribution of cunninghamia lanceolata in china</td></tr><tr><td>Source:</td><td>forests, 11(3)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/f11030302	-0.4357	0.0805	1	344	2831	201	4.9872	2020	201	4.9872
114	sutton (2020b)	"<table><tr><td>Authors:</td><td>sutton, luke j.; puschendorf, robert</td></tr><tr><td>Title:</td><td>climatic niche of the saker falconfalco cherrug: predicted new areas to direct population surveys in central asia</td></tr><tr><td>Source:</td><td>ibis, 162(1), 27-41</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1111/ibi.12700	0.5371	-0.5115	2	345	3386	19	0.4714	2020	19	0.4714
115	white (2020)	"<table><tr><td>Authors:</td><td>white, laura; catterall, claudia; tomlinson, sean; taffs, kathryn</td></tr><tr><td>Title:</td><td>rare or overlooked? the distribution of hairy jointgrass in north coast new south wales, australia, and implications for its conservation status</td></tr><tr><td>Source:</td><td>journal for nature conservation, 54</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jnc.2020.125792	0.2456	-0.0559	2	342	2359	7	0.1737	2020	7	0.1737
116	dittrich (2020)	"<table><tr><td>Authors:</td><td>dittrich, andreas; roilo, stephanie; sonnenschein, ruth; cerrato, cristiana; ewald, michael; viterbi, ramona; cord, anna e.</td></tr><tr><td>Title:</td><td>modelling distributions of rove beetles in mountainous areas using remote sensing data</td></tr><tr><td>Source:</td><td>remote sensing, 12(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/rs12010080	-0.3783	0.3754	3	344	2374	9	0.2233	2020	9	0.2233
117	moran-ordonez (2017)	"<table><tr><td>Authors:</td><td>moran-ordonez, alejandra; lahoz-monfort, jose j.; elith, jane; wintle, brendan a.</td></tr><tr><td>Title:</td><td>evaluating 318 continental-scale species distribution models over a 60-year prediction horizon: what factors influence the reliability of predictions?</td></tr><tr><td>Source:</td><td>global ecology and biogeography, 26(3), 371-384</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1111/geb.12545	-0.3474	-0.203	1	344	2583	88	1.3605	2017	88	1.3605
118	de marco junior (2018)	"<table><tr><td>Authors:</td><td>de marco junior, paulo; nobrega, caroline correa</td></tr><tr><td>Title:</td><td>evaluating collinearity effects on species distribution models: an approach based on virtual species simulation</td></tr><tr><td>Source:</td><td>plos one, 13(9)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1371/journal.pone.0202403	-0.6657	-0.4302	1	345	3648	374	6.8266	2018	374	6.8266
119	alatawi (2020)	"<table><tr><td>Authors:</td><td>alatawi, abdulaziz s.; gilbert, francis; reader, tom</td></tr><tr><td>Title:</td><td>modelling terrestrial reptile species richness, distributions and habitat suitability in saudi arabia</td></tr><tr><td>Source:</td><td>journal of arid environments, 178</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jaridenv.2020.104153	-0.4027	0.1377	1	347	2299	39	0.9677	2020	39	0.9677
120	poudel (2020)	"<table><tr><td>Authors:</td><td>poudel, anju sharma; shrestha, bharat babu; joshi, mohan dev; muniappan, rangaswamy; adiga, abhijin; venkatramanan, srinivasan; jha, pramod kumar</td></tr><tr><td>Title:</td><td>predicting the current and future distribution of the invasive weed ageratina adenophora in the chitwan-annapurna landscape, nepal</td></tr><tr><td>Source:</td><td>mountain research and development, 40(2), r61-r71</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1659/mrd-journal-d-19-00069.1	0.1378	0.3024	2	344	2308	13	0.3226	2020	13	0.3226
121	bale (2020)	"<table><tr><td>Authors:</td><td>bale, shannon; beazley, karen f.; westwood, alana; bush, peter g.</td></tr><tr><td>Title:</td><td>the benefits of using topographic features to predict climate-resilient habitat for migratory forest landbirds: an example for the rusty blackbird, olive-sided flycatcher, and canada warbler</td></tr><tr><td>Source:</td><td>condor, 122(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1093/condor/duz057	0.2868	-0.6411	2	339	2488	11	0.2729	2020	11	0.2729
122	jayasinghe (2019)	"<table><tr><td>Authors:</td><td>jayasinghe, sadeeka layomi; kumar, lalit</td></tr><tr><td>Title:</td><td>modeling the climate suitability of tea [camellia sinensis(l.) o. kuntze] in sri lanka in response to current and future climate change scenarios</td></tr><tr><td>Source:</td><td>agricultural and forest meteorology, 272, 102-117</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.agrformet.2019.03.025	0.0298	-0.4111	1	339	2304	127	2.3673	2019	127	2.3673
123	holder (2020)	"<table><tr><td>Authors:</td><td>holder, anna m.; markarian, arev; doyle, jessie m.; olson, john r.</td></tr><tr><td>Title:</td><td>predicting geographic distributions of fishes in remote stream networks using maximum entropy modeling and landscape characterizations</td></tr><tr><td>Source:</td><td>ecological modelling, 433</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2020.109231	0.8482	0.1054	2	343	2342	22	0.5459	2020	22	0.5459
124	srivastava (2018)	"<table><tr><td>Authors:</td><td>srivastava, vivek; griess, verena c.; padalia, hitendra</td></tr><tr><td>Title:</td><td>mapping invasion potential using ensemble modelling. a case study on yushania maling in the darjeeling himalayas</td></tr><tr><td>Source:</td><td>ecological modelling, 385, 35-44</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2018.07.001	-0.5603	0.2329	1	341	2167	38	0.6936	2018	38	0.6936
125	beaumont (2016)	"<table><tr><td>Authors:</td><td>beaumont, linda j.; graham, erin; duursma, daisy englert; wilson, peter d.; cabrelli, abigail; baumgartner, john b.; hallgren, willow; esperon-rodriguez, manuel; nipperess, david a.; warren, dan l.; laffan, shawn w.; vanderwal, jeremy</td></tr><tr><td>Title:</td><td>which species distribution models are more (or less) likely to project broad-scale, climate-induced shifts in species ranges?</td></tr><tr><td>Source:</td><td>ecological modelling, 342, 135-146</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2016.10.004	-0.4767	0.3857	3	343	2920	115	1.9773	2016	115	1.9773
126	lake (2020)	"<table><tr><td>Authors:</td><td>lake, thomas a.; briscoe runquist, ryan d.; moeller, david a.</td></tr><tr><td>Title:</td><td>predicting range expansion of invasive species: pitfalls and best practices for obtaining biologically realistic projections</td></tr><tr><td>Source:</td><td>diversity and distributions, 26(12), 1767-1779</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1111/ddi.13161	0.8284	-0.0923	2	343	2753	47	1.1662	2020	47	1.1662
127	kaky (2020)	"<table><tr><td>Authors:</td><td>kaky, emad; nolan, victoria; alatawi, abdulaziz; gilbert, francis</td></tr><tr><td>Title:</td><td>a comparison between ensemble and maxent species distribution modelling approaches for conservation: a case study with egyptian medicinal plants</td></tr><tr><td>Source:</td><td>ecological informatics, 60</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2020.101150	-0.3303	0.4968	3	350	3239	371	9.2053	2020	371	9.2053
128	schmidt (2020)	"<table><tr><td>Authors:</td><td>schmidt, heiko; radinger, johannes; teschlade, daniel; stoll, stefan</td></tr><tr><td>Title:</td><td>the role of spatial units in modelling freshwater fish distributions: comparing a subcatchment and river network approach using maxent</td></tr><tr><td>Source:</td><td>ecological modelling, 418</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2020.108937	0.424	-0.0263	2	341	2246	39	0.9677	2020	39	0.9677
129	herkt (2016)	"<table><tr><td>Authors:</td><td>herkt, k. matthias b.; barnikel, guenter; skidmore, andrew k.; fahr, jakob</td></tr><tr><td>Title:</td><td>a high-resolution model of bat diversity and endemism for continental africa</td></tr><tr><td>Source:</td><td>ecological modelling, 320, 9-28</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2015.09.009	0.0271	-0.7437	1	348	4374	87	1.4959	2016	87	1.4959
130	el-gabbas (2018)	"<table><tr><td>Authors:</td><td>el-gabbas, ahmed; dormann, carsten f.</td></tr><tr><td>Title:</td><td>wrong, but useful: regional species distribution models may not be improved by range-wide data under biased sampling</td></tr><tr><td>Source:</td><td>ecology and evolution, 8(4), 2196-2206</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1002/ece3.3834	-0.0203	-0.6074	1	341	2848	73	1.3325	2018	73	1.3325
131	sutton (2021)	"<table><tr><td>Authors:</td><td>sutton, luke j.; anderson, david l.; franco, miguel; mcclure, christopher j. w.; miranda, everton b. p.; vargas, f. hernan; vargas gonzalez, jose de j.; puschendorf, robert</td></tr><tr><td>Title:</td><td>geographic range estimates and environmental requirements for the harpy eagle derived from spatial models of current and past distribution</td></tr><tr><td>Source:</td><td>ecology and evolution, 11(1), 481-497</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1002/ece3.7068	0.78	-0.3089	2	341	2299	28	0.9168	2021	28	0.9168
132	rodriguez-merino (2019)	"<table><tr><td>Authors:</td><td>rodriguez-merino, argantonio; fernandez-zamudio, rocio; garcia-murillo, pablo; munoz, jesus</td></tr><tr><td>Title:</td><td>climatic niche shift during azolla filiculoides invasion and its potential distribution under future scenarios</td></tr><tr><td>Source:</td><td>plants-basel, 8(10)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/plants8100424	-0.1309	-0.2105	1	341	2174	12	0.2237	2019	12	0.2237
133	smith (2019)	"<table><tr><td>Authors:</td><td>smith, ian thomas; rachlow, janet l.; svancara, leona k.; mcmahon, laura a.; knetter, sonya j.</td></tr><tr><td>Title:</td><td>habitat specialists as conservation umbrellas: do areas managed for greater sage-grouse also protect pygmy rabbits?</td></tr><tr><td>Source:</td><td>ecosphere, 10(8)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1002/ecs2.2827	0.7806	-0.5675	2	335	2295	17	0.3169	2019	17	0.3169
134	vollering (2019)	"<table><tr><td>Authors:</td><td>vollering, julien; halvorsen, rune; mazzoni, sabrina</td></tr><tr><td>Title:</td><td>the miamaxent r package: variable transformation and model selection for species distribution models</td></tr><tr><td>Source:</td><td>ecology and evolution, 9(21), 12051-12068</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1002/ece3.5654	0.7478	-0.0065	2	346	3252	54	1.0066	2019	54	1.0066
135	zhang (2020)	"<table><tr><td>Authors:</td><td>zhang, keliang; zhang, yin; jia, diwen; tao, jun</td></tr><tr><td>Title:</td><td>species distribution modeling of sassafras tzumu and implications for forest management</td></tr><tr><td>Source:</td><td>sustainability, 12(10)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/su12104132	-0.8502	0.085	1	338	2175	23	0.5707	2020	23	0.5707
136	mutascio (2018)	"<table><tr><td>Authors:</td><td>mutascio, holly e.; pittman, shannon e.; zollner, patrick a.; d'acunto, laura e.</td></tr><tr><td>Title:</td><td>modeling relative habitat suitability of southern florida for invasive burmese pythons (python molurus bivittatus)</td></tr><tr><td>Source:</td><td>landscape ecology, 33(2), 257-274</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s10980-017-0597-5	0.5835	-0.9003	2	331	2317	17	0.3103	2018	17	0.3103
137	wang (2017)	"<table><tr><td>Authors:</td><td>wang, bin; xu, yu; ran, jianghong</td></tr><tr><td>Title:</td><td>predicting suitable habitat of the chinese monal (lophophorus lhuysii) using ecological niche modeling in the qionglai mountains, china</td></tr><tr><td>Source:</td><td>peerj, 5</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.7717/peerj.3477	-0.5503	-0.2986	1	337	2114	23	0.3556	2017	23	0.3556
138	soultan (2017)	"<table><tr><td>Authors:</td><td>soultan, alaaeldin; safi, kamran</td></tr><tr><td>Title:</td><td>the interplay of various sources of noise on reliability of species distribution models hinges on ecological specialisation</td></tr><tr><td>Source:</td><td>plos one, 12(11)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1371/journal.pone.0187906	-0.3473	-0.4862	1	342	3170	34	0.5257	2017	34	0.5257
139	hageer (2017)	"<table><tr><td>Authors:</td><td>hageer, yasmin; esperon-rodriguez, manuel; baumgartner, john b.; beaumont, linda j.</td></tr><tr><td>Title:</td><td>climate, soil or both? which variables are better predictors of the distributions of australian shrub species?</td></tr><tr><td>Source:</td><td>peerj, 5</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.7717/peerj.3446	-0.3036	0.0645	1	340	2166	66	1.0204	2017	66	1.0204
140	farashi (2019)	"<table><tr><td>Authors:</td><td>farashi, azita; alizadeh-noughani, mohammad</td></tr><tr><td>Title:</td><td>niche modelling of the potential distribution of the egyptian vulture neophron percnopterus during summer and winter in iran, to identify gaps in protected area coverage</td></tr><tr><td>Source:</td><td>bird conservation international, 29(3), 423-436</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1017/s0959270918000278	-0.1495	0.2265	1	342	2399	5	0.0932	2019	5	0.0932
141	shabani (2016)	"<table><tr><td>Authors:</td><td>shabani, farzin; kumar, lalit; ahmadi, mohsen</td></tr><tr><td>Title:</td><td>a comparison of absolute performance of different correlative and mechanistic species distribution models in an independent area</td></tr><tr><td>Source:</td><td>ecology and evolution, 6(16), 5973-5986</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1002/ece3.2332	-0.6375	0.3096	1	347	2331	265	4.5564	2016	265	4.5564
142	ranc (2017)	"<table><tr><td>Authors:</td><td>ranc, nathan; santini, luca; rondinini, carlo; boitani, luigi; poitevin, francoise; angerbjorn, anders; maiorano, luigi</td></tr><tr><td>Title:</td><td>performance tradeoffs in target-group bias correction for species distribution models</td></tr><tr><td>Source:</td><td>ecography, 40(9), 1076-1087</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1111/ecog.02414	0.057	-0.8539	1	340	3464	79	1.2214	2017	79	1.2214
143	cooper-bohannon (2016)	"<table><tr><td>Authors:</td><td>cooper-bohannon, rachael; rebelo, hugo; jones, gareth; cotterill, fenton (woody); monadjem, ara; schoeman, m. corrie; taylor, peter; park, kirsty</td></tr><tr><td>Title:</td><td>predicting bat distributions and diversity hotspots in southern africa</td></tr><tr><td>Source:</td><td>hystrix-italian journal of mammalogy, 27(1)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.4404/hystrix-27.1-11722	0.0979	-0.8801	2	338	2316	44	0.7565	2016	44	0.7565
144	koch (2017)	"<table><tr><td>Authors:</td><td>koch, robert; almeida-cortez, jarcilene s.; kleinschmit, birgit</td></tr><tr><td>Title:</td><td>revealing areas of high nature conservation importance in a seasonally dry tropical forest in brazil: combination of modelled plant diversity hot spots and threat patterns</td></tr><tr><td>Source:</td><td>journal for nature conservation, 35, 24-39</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jnc.2016.11.004	-0.2124	-0.4964	1	348	3204	62	0.9585	2017	62	0.9585
145	fincham (2020)	"<table><tr><td>Authors:</td><td>fincham, jennifer, i; wilson, christian; barry, jon; bolam, stefan; french, geoffrey</td></tr><tr><td>Title:</td><td>developing the use of convolutional neural networking in benthic habitat classification and species distribution modelling</td></tr><tr><td>Source:</td><td>ices journal of marine science, 77(7-8), 3074-3082</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1093/icesjms/fsaa208	-0.4976	1.0314	3	48	55	8	0.1985	2020	8	0.1985
146	helmstetter (2021)	"<table><tr><td>Authors:</td><td>helmstetter, nolan a.; conway, courtney j.; stevens, bryan s.; goldberg, amanda r.</td></tr><tr><td>Title:</td><td>balancing transferability and complexity of species distribution models for rare species conservation</td></tr><tr><td>Source:</td><td>diversity and distributions, 27(1), 95-108</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1111/ddi.13174	0.5552	0.2656	2	341	2485	43	1.408	2021	43	1.408
147	worthington (2016)	"<table><tr><td>Authors:</td><td>worthington, thomas a.; zhang, tianjiao; logue, daniel r.; mittelstet, aaron r.; brewer, shannon k.</td></tr><tr><td>Title:</td><td>landscape and flow metrics affecting the distribution of a federally-threatened fish: improving management, model fit, and model transferability</td></tr><tr><td>Source:</td><td>ecological modelling, 342, 1-18</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2016.09.016	0.4651	-0.7001	2	342	2525	39	0.6706	2016	39	0.6706
148	kane (2017)	"<table><tr><td>Authors:</td><td>kane, kristin; debinski, diane m.; anderson, chris; scasta, john d.; engle, david m.; miller, james r.</td></tr><tr><td>Title:</td><td>using regional climate projections to guide grassland community restoration in the face of climate change</td></tr><tr><td>Source:</td><td>frontiers in plant science, 8</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3389/fpls.2017.00730	-0.3249	-0.708	1	340	2701	21	0.3247	2017	21	0.3247
149	gill (2017)	"<table><tr><td>Authors:</td><td>gill, nathan s.; sangermano, florencia; buma, brian; kulakowski, dominik</td></tr><tr><td>Title:</td><td>populus tremuloides seedling establishment: an underexplored vector for forest type conversion after multiple disturbances</td></tr><tr><td>Source:</td><td>forest ecology and management, 404, 156-164</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.foreco.2017.08.008	-0.7987	0.2367	1	339	1196	33	0.5102	2017	33	0.5102
150	akyol (2020)	"<table><tr><td>Authors:</td><td>akyol, ayhan; orucu, omer k.; arslan, e. seda</td></tr><tr><td>Title:</td><td>habitat suitability mapping of stone pine (pinus pineal.) under the effects of climate change</td></tr><tr><td>Source:</td><td>biologia, 75(12), 2175-2187</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.2478/s11756-020-00594-9	-0.0301	0.5962	2	341	2192	25	0.6203	2020	25	0.6203
151	joseph (2020)	"<table><tr><td>Authors:</td><td>joseph, maxwell b.</td></tr><tr><td>Title:</td><td>neural hierarchical models of ecological populations</td></tr><tr><td>Source:</td><td>ecology letters, 23(4), 734-747</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1111/ele.13462	-0.1478	1.0922	3	107	148	36	0.8932	2020	36	0.8932
152	gonzalez (2020)	"<table><tr><td>Authors:</td><td>gonzalez, jose de jesus vargas; mccabe, jennifer d.; anderson, david l.; curti, marta; cardenas, darisnel carpio; vargas, f. hernan</td></tr><tr><td>Title:</td><td>predictive habitat model reveals specificityin a broadly distributed forest raptor, the harpy eagle</td></tr><tr><td>Source:</td><td>journal of raptor research, 54(4), 349-363</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3356/0892-1016-54.4.349	0.7334	-0.2014	2	340	2550	5	0.1241	2020	5	0.1241
153	atzeni (2020)	"<table><tr><td>Authors:</td><td>atzeni, luciano; cushman, samuel a.; bai, defeng; wang, jun; chen, pengju; shi, kun; riordan, philip</td></tr><tr><td>Title:</td><td>meta-replication, sampling bias, and multi-scale model selection: a case study on snow leopard (panthera uncia) in western china</td></tr><tr><td>Source:</td><td>ecology and evolution, 10(14), 7686-7712</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1002/ece3.6492	0.6644	-0.4306	2	344	3267	44	1.0917	2020	44	1.0917
154	mi (2017)	"<table><tr><td>Authors:</td><td>mi, chunrong; huettmann, falk; guo, yumin; han, xuesong; wen, lijia</td></tr><tr><td>Title:</td><td>why choose random forest to predict rare species distribution with few samples in large undersampled areas? three asian crane species models provide supporting evidence</td></tr><tr><td>Source:</td><td>peerj, 5</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.7717/peerj.2849	-0.8509	0.0397	1	341	2171	226	3.494	2017	226	3.494
155	wiltshire (2018)	"<table><tr><td>Authors:</td><td>wiltshire, kathryn h.; tanner, jason e.; althaus, franziska; sorokin, shirley j.; williams, alan</td></tr><tr><td>Title:</td><td>predicting environmental suitability for key benthic species in an ecologically and economically important deep-sea environment</td></tr><tr><td>Source:</td><td>deep-sea research part ii-topical studies in oceanography, 157, 121-133</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.dsr2.2018.06.011	1.0021	-0.1782	2	345	2374	9	0.1643	2018	9	0.1643
156	ratnayake (2020)	"<table><tr><td>Authors:</td><td>ratnayake, sujith s.; kumar, lalit; kariyawasam, champika s.</td></tr><tr><td>Title:</td><td>neglected and underutilized fruit species in sri lanka: prioritisation and understanding the potential distribution under climate change</td></tr><tr><td>Source:</td><td>agronomy-basel, 10(1)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/agronomy10010034	0.0846	-0.1223	2	338	2157	20	0.4962	2020	20	0.4962
157	sidder (2016)	"<table><tr><td>Authors:</td><td>sidder, aaron m.; kumar, sunil; laituri, melinda; sibold, jason s.</td></tr><tr><td>Title:</td><td>using spatiotemporal correlative niche models for evaluating the effects of climate change on mountain pine beetle</td></tr><tr><td>Source:</td><td>ecosphere, 7(7)</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1002/ecs2.1396	-0.261	-0.025	1	346	2745	19	0.3267	2016	19	0.3267
158	tanner (2017)	"<table><tr><td>Authors:</td><td>tanner, evan p.; papes, monica; elmore, r. dwayne; fuhlendorf, samuel d.; davis, craig a.</td></tr><tr><td>Title:</td><td>incorporating abundance information and guiding variable selection for climate-based ensemble forecasting of species' distributional shifts</td></tr><tr><td>Source:</td><td>plos one, 12(9)</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1371/journal.pone.0184316	0.1524	-0.4875	2	348	3453	21	0.3247	2017	21	0.3247
159	ortega-huerta (2017)	"<table><tr><td>Authors:</td><td>ortega-huerta, miguel a.; vega-rivera, jorge h.</td></tr><tr><td>Title:</td><td>validating distribution models for twelve endemic bird species of tropical dry forest in western mexico</td></tr><tr><td>Source:</td><td>ecology and evolution, 7(19), 7672-7686</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1002/ece3.3160	-0.88	0.2194	1	343	2320	13	0.201	2017	13	0.201
160	quinn (2018)	"<table><tr><td>Authors:</td><td>quinn, cate b.; akins, jocelyn r.; hiller, tim l.; sacks, benjamin n.</td></tr><tr><td>Title:</td><td>predicting the potential distribution of the sierra nevada red fox in the oregon cascades</td></tr><tr><td>Source:</td><td>journal of fish and wildlife management, 9(2), 351-366</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3996/082017-jfwm-067	0.6263	-0.7367	2	338	2302	8	0.146	2018	8	0.146
161	sarquis (2018)	"<table><tr><td>Authors:</td><td>sarquis, juan a.; cristaldi, maximiliano a.; arzamendia, vanesa; bellini, gisela; giraudo, alejandro r.</td></tr><tr><td>Title:</td><td>species distribution models and empirical test: comparing predictions with well-understood geographical distribution of bothrops alternatus in argentina</td></tr><tr><td>Source:</td><td>ecology and evolution, 8(21), 10497-10509</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1002/ece3.4517	-0.7598	0.2768	1	343	2646	21	0.3833	2018	21	0.3833
162	jenkins (2020)	"<table><tr><td>Authors:</td><td>jenkins, deborah a.; lecomte, nicolas; andrews, geoffrey; yannic, glenn; schaefer, james a.</td></tr><tr><td>Title:</td><td>biotic interactions govern the distribution of coexisting ungulates in the arctic archipelago - a case for conservation planning</td></tr><tr><td>Source:</td><td>global ecology and conservation, 24</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.gecco.2020.e01239	0.7053	-0.3223	2	344	2447	20	0.4962	2020	20	0.4962
163	collins (2016)	"<table><tr><td>Authors:</td><td>collins, kai; du toit, johan t.</td></tr><tr><td>Title:</td><td>population status and distribution modelling of the critically endangered riverine rabbit (bunolagus monticularis)</td></tr><tr><td>Source:</td><td>african journal of ecology, 54(2), 195-206</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1111/aje.12285	-0.1163	-0.4423	1	339	2264	11	0.1891	2016	11	0.1891
164	svancara (2019)	"<table><tr><td>Authors:</td><td>svancara, leona k.; abatzogtou, john t.; waterbury, beth</td></tr><tr><td>Title:</td><td>modeling current and future potential distributions of milkweeds and the monarch butterfly in idaho</td></tr><tr><td>Source:</td><td>frontiers in ecology and evolution, 7</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3389/fevo.2019.00168	0.8741	-0.4379	2	336	2308	20	0.3728	2019	20	0.3728
165	putra (2021)	"<table><tr><td>Authors:</td><td>putra, mochamad iqbal herwata; mustika, putu liza kusuma</td></tr><tr><td>Title:</td><td>maximum entropy model: estimating the relative suitability of cetacean habitat in the northern savu sea, indonesia</td></tr><tr><td>Source:</td><td>marine mammal science, 37(1), 6-28</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1111/mms.12719	0.3322	-0.5462	2	341	2460	14	0.4584	2021	14	0.4584
166	wiltshire (2020)	"<table><tr><td>Authors:</td><td>wiltshire, kathryn h.; tanner, jason e.</td></tr><tr><td>Title:</td><td>comparing maximum entropy modelling methods to inform aquaculture site selection for novel seaweed species</td></tr><tr><td>Source:</td><td>ecological modelling, 429</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2020.109071	0.9435	-0.3135	2	341	2703	23	0.5707	2020	23	0.5707
167	liu (2017)	"<table><tr><td>Authors:</td><td>liu, fang; mcshea, william j.; li, diqiang</td></tr><tr><td>Title:</td><td>correlating habitat suitability with landscape connectivity: a case study of sichuan golden monkey in china</td></tr><tr><td>Source:</td><td>ecological modelling, 353, 37-46</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2016.09.004	-0.3753	-0.7201	1	342	2538	21	0.3247	2017	21	0.3247
168	salas (2017)	"<table><tr><td>Authors:</td><td>salas, eric ariel l.; seamster, virginia a.; harings, nicole m.; boykin, kenneth g.; alvarez, guillermo; dixon, keith w.</td></tr><tr><td>Title:</td><td>projected future bioclimate-envelope suitability for reptile and amphibian species of concern in south central usa</td></tr><tr><td>Source:</td><td>herpetological conservation and biology, 12(2), 522-547</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"		-0.5568	0.3476	1	346	2193	15	0.2319	2017	15	0.2319
169	alvarez (2020)	"<table><tr><td>Authors:</td><td>alvarez, facundo; gerhard, pedro; silva, daniel paiva; godoy, bruano spacek; de assis montag, luciano fogaca</td></tr><tr><td>Title:</td><td>effects of different variable sets on the potential distribution of fish species in the amazon basin</td></tr><tr><td>Source:</td><td>ecology of freshwater fish, 29(4), 764-778</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1111/eff.12552	0.3311	-0.3794	2	337	2293	9	0.2233	2020	9	0.2233
